age,author_name,author_number,browser_codename,browser_detected,browser_name,browser_version,code_author_recog,confidence,correct_author_recog_response,correct_dutch_trial_lextale_response,correct_eng_trial_lextale_response,correct_fre_trial_lextale_response,correct_response,correct_response_author_recog,correct_response_mixed,correct_response_test,count_Stream_Test_sequence,date_startdate,date_startdateUTC,date_starttime,dutch_item,dutch_item_number,dutch_word_status,eng_item,eng_item_number,eng_word_status,experiment_debug,experiment_parameters,experiment_pilot,experiment_taskname,experiment_taskversion,exposure_stream,fre_item,fre_item_number,fre_word_status,global_test_counter,jatosCondition,jatosStudyResultId,jatosVersion,language,nr_correct,ntargets,phase,queryParams_SONA_ID,response_HP_test_question_key,response_OldNew_response,response_author_recog_response,response_behavior_screening_response,response_dutch_trial_lextale_response,response_eng_trial_lextale_response,response_fre_trial_lextale_response,response_gender_input,response_handedness_input,response_informed_consent_key,response_learn_disorder_input,response_mixed_OldNew_response,response_neuro_disorder_input,response_notes_response,response_smartphone_response,response_word_origin_response,screen_availableHeight,screen_availableWidth,screen_colorDepth,screen_height,screen_pixelDepth,screen_screenX,screen_screenY,screen_width,set_origin,sona_participant_id,space_press_times,stimulus,stimulus_idx,stimulus_type,syllable_onset_time,system_os,target_onset_times,tdt_accuracy,tdt_mean_rt,tdt_total_hits,tdt_total_targets
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,5,None,None,None,None,None,None,d,None,None,06-02-26,06-02-26,10:41:02,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,62,L2_L1,1047011,3.9.8,None,None,None,Mixed_OldNew_test,15511,None,None,None,None,None,None,None,a,r,y,j,k,n,None,None,2,816,1536,24,864,24,-7,-7,1536,2,15511,None,zo_pi_test,20,pseudoword,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,6,None,None,None,None,None,None,k,None,None,06-02-26,06-02-26,10:41:02,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,63,L2_L1,1047011,3.9.8,None,None,None,Mixed_OldNew_test,15511,None,None,None,None,None,None,None,a,r,y,j,d,n,None,None,1,816,1536,24,864,24,-7,-7,1536,1,15511,None,je_to_test,11,nonword,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,3,None,None,None,None,None,None,d,None,None,06-02-26,06-02-26,10:41:02,None,None,None,None,None,None,0,0,0,0,0,None,None,None,None,64,L2_L1,1047011,3.9.8,None,None,None,Mixed_OldNew_test,15511,None,None,None,None,None,None,None,a,r,y,j,d,n,None,None,1,816,1536,24,864,24,-7,-7,1536,2,15511,None,lu_tu_test,21,pseudoword,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,0,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,pastitie,0,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,scheur,0,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,fobisch,0,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,markatief,1,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,0,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,laakbaar,2,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,slaags ,3,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,0,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,riant,4,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,joutbaag ,5,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,doornat ,6,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,woelig,7,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,paviljoen,8,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,doop,9,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,starkatie ,10,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,onledig,11,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,toetsing ,12,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,affiniteit,13,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,mikken,14,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,knullig ,15,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,streuren,16,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,rups,17,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,paars,18,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,speven ,19,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,geraakt,20,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,martelaar,21,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,ontpelen,22,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,stagnatie,23,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,dronkenschap,24,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,voornemen,25,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,vertediseren,26,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,normatief,27,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,zetelen,28,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,zolf,29,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,publiekelijk ,30,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,vluk ,31,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,compromeet,32,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,romig,33,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,getint ,34,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,gelovig,35,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,0,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,nopen,36,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,kluiper,37,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,geloei,38,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,retorisch,39,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,0,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,maliteit,40,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,verspilling,41,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,haperie,42,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,proom,43,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,fornuis,44,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,exploitatie,45,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,acteur ,46,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,hengel ,47,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,flajoen ,48,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,aanhekking,49,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,kazerne ,50,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,avonturier,51,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,leurig,52,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,chagrijnig ,53,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,1,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,0,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,bretel,54,1,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,klengel ,55,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
19,None,None,Mozilla,None,Netscape,5.0 (Windows),None,None,None,1,None,None,None,None,None,None,None,06-02-26,06-02-26,10:41:02,etaal ,56,0,None,None,None,0,0,0,0,0,None,None,None,None,None,L2_L1,1047011,3.9.8,None,None,None,Lextale,15511,None,None,None,j,0,None,None,a,r,y,j,None,n,n,n,None,816,1536,24,864,24,-7,-7,1536,None,15511,None,None,None,None,None,Win32,None,None,None,None,None
